votes_dem,votes_gop,total_votes,per_dem,per_gop,diff,per_point_diff,state_abbr,county_name,combined_fips,result
2163,4918,7457,0.290063028,0.6595145501,"2,755",36.95%,IA,Butler County,19023,R
1396,3466,5105,0.2734573947,0.6789422135,"2,070",40.55%,IA,Calhoun County,19025,R
3305,6627,10435,0.3167225683,0.6350742693,"3,322",31.84%,IA,Carroll County,19027,R
1946,4755,7055,0.2758327427,0.673990078,"2,809",39.82%,IA,Cass County,19029,R
3578,5275,9386,0.3812060516,0.5620072448,"1,697",18.08%,IA,Cedar County,19031,R
9840,11583,22633,0.4347633986,0.511774842,"1,743",7.70%,IA,Cerro Gordo County,19033,R
1676,4188,6186,0.2709343679,0.6770126091,"2,512",40.61%,IA,Cherokee County,19035,R
2264,3739,6367,0.3555834773,0.587246741,"1,475",23.17%,IA,Chickasaw County,19037,R
1463,2706,4405,0.332122588,0.6143019296,"1,243",28.22%,IA,Clarke County,19039,R
2246,5870,8542,0.2629360805,0.6871926949,"3,624",42.43%,IA,Clay County,19041,R
3236,5309,9098,0.3556825676,0.5835348428,"2,073",22.79%,IA,Clayton County,19043,R
10079,11249,22748,0.4430719184,0.4945050114,"1,170",5.14%,IA,Clinton County,19045,R
1985,4608,6862,0.2892742641,0.6715243369,"2,623",38.23%,IA,Crawford County,19047,R
15662,19288,37617,0.4163543079,0.5127468964,"3,626",9.64%,IA,Dallas County,19049,R
976,2721,3858,0.2529808191,0.7052877138,"1,745",45.23%,IA,Davis County,19051,R
1201,2296,3703,0.324331623,0.6200378072,"1,095",29.57%,IA,Decatur County,19053,R
2956,5688,9165,0.3225313693,0.6206219313,"2,732",29.81%,IA,Delaware County,19055,R
8178,9479,18713,0.4370223909,0.5065462513,"1,301",6.95%,IA,Des Moines County,19057,R
3051,6743,10247,0.2977456817,0.6580462574,"3,692",36.03%,IA,Dickinson County,19059,R
22774,23384,49037,0.4644248221,0.4768644085,610,1.24%,IA,Dubuque County,19061,R
1356,3121,4707,0.2880815806,0.6630550244,"1,765",37.50%,IA,Emmet County,19063,R
3666,5591,9813,0.3735860593,0.5697544074,"1,925",19.62%,IA,Fayette County,19065,R
3177,4371,7985,0.3978710081,0.5474013776,"1,194",14.95%,IA,Floyd County,19067,R
1490,3153,4915,0.3031536114,0.6415055951,"1,663",33.84%,IA,Franklin County,19069,R
959,2401,3554,0.2698368036,0.6755768149,"1,442",40.57%,IA,Fremont County,19071,R
1688,2819,4762,0.3544729105,0.5919781604,"1,131",23.75%,IA,Greene County,19073,R
1847,4516,6766,0.2729825599,0.6674549217,"2,669",39.45%,IA,Grundy County,19075,R
1720,3603,5654,0.3042094093,0.637247966,"1,883",33.30%,IA,Guthrie County,19077,R
2715,4450,7589,0.3577546449,0.5863750165,"1,735",22.86%,IA,Hamilton County,19079,R
1582,3972,5815,0.2720550301,0.683061049,"2,390",41.10%,IA,Hancock County,19081,R
2774,5231,8423,0.329336341,0.621037635,"2,457",29.17%,IA,Hardin County,19083,R
2123,4892,7378,0.287747357,0.6630523177,"2,769",37.53%,IA,Harrison County,19085,R
2897,5764,9286,0.3119750162,0.6207193625,"2,867",30.87%,IA,Henry County,19087,R
1674,2611,4507,0.3714222321,0.5793210561,937,20.79%,IA,Howard County,19089,R
1251,3564,5033,0.2485595073,0.708126366,"2,313",45.96%,IA,Humboldt County,19091,R
792,2655,3590,0.2206128134,0.7395543175,"1,863",51.89%,IA,Ida County,19093,R
3070,5193,8789,0.3493002617,0.5908522016,"2,123",24.16%,IA,Iowa County,19095,R
3837,5821,10204,0.3760290082,0.5704625637,"1,984",19.44%,IA,Jackson County,19097,R
7108,10556,18776,0.3785683852,0.5622070729,"3,448",18.36%,IA,Jasper County,19099,R
3702,3738,8001,0.4626921635,0.4671916011,36,0.45%,IA,Jefferson County,19101,R
49942,20993,75637,0.6602853101,0.2775493475,"28,949",38.27%,IA,Johnson County,19103,D
3779,5718,10011,0.3774847668,0.5711717111,"1,939",19.37%,IA,Jones County,19105,R
1265,3385,4858,0.2603952244,0.696788802,"2,120",43.64%,IA,Keokuk County,19107,R
2529,5637,8505,0.2973544974,0.6627865961,"3,108",36.54%,IA,Kossuth County,19109,R
6195,8762,15893,0.389794249,0.5513118983,"2,567",16.15%,IA,Lee County,19111,R
58481,48183,114664,0.5100205819,0.4202103537,"10,298",8.98%,IA,Linn County,19113,D
1643,3060,4943,0.3323892373,0.6190572527,"1,417",28.67%,IA,Louisa County,19115,R
1236,2873,4297,0.2876425413,0.6686060042,"1,637",38.10%,IA,Lucas County,19117,R
917,5188,6336,0.1447285354,0.8188131313,"4,271",67.41%,IA,Lyon County,19119,R
2666,5336,8523,0.312800657,0.6260706324,"2,670",31.33%,IA,Madison County,19121,R
2606,7404,10494,0.2483323804,0.7055460263,"4,798",45.72%,IA,Mahaska County,19123,R
5469,10940,17554,0.3115529224,0.623219779,"5,471",31.17%,IA,Marion County,19125,R
7623,9125,17700,0.4306779661,0.5155367232,"1,502",8.49%,IA,Marshall County,19127,R
2080,5050,7608,0.2733964248,0.6637749737,"2,970",39.04%,IA,Mills County,19129,R
1879,3180,5360,0.3505597015,0.5932835821,"1,301",24.27%,IA,Mitchell County,19131,R
1244,3115,4525,0.2749171271,0.6883977901,"1,871",41.35%,IA,Monona County,19133,R
1053,2635,3844,0.2739334027,0.685483871,"1,582",41.16%,IA,Monroe County,19135,R
1312,3431,4998,0.262505002,0.6864745898,"2,119",42.40%,IA,Montgomery County,19137,R
8284,9549,19086,0.4340354186,0.5003143666,"1,265",6.63%,IA,Muscatine County,19139,R
1314,5735,7348,0.1788241698,0.7804844856,"4,421",60.17%,IA,O'Brien County,19141,R
552,2528,3197,0.1726618705,0.79074132,"1,976",61.81%,IA,Osceola County,19143,R
1801,4875,6968,0.258467279,0.6996268657,"3,074",44.12%,IA,Page County,19145,R
1395,3079,4674,0.2984595635,0.6587505349,"1,684",36.03%,IA,Palo Alto County,19147,R
2878,9659,13057,0.2204181665,0.7397564525,"6,781",51.93%,IA,Plymouth County,19149,R
962,2692,3831,0.2511093709,0.7026885931,"1,730",45.16%,IA,Pocahontas County,19151,R
119671,93421,228420,0.5239077139,0.4089878294,"26,250",11.49%,IA,Polk County,19153,D
15341,24441,42226,0.3633069673,0.5788140009,"9,100",21.55%,IA,Pottawattamie County,19155,R
4272,4936,9693,0.440730424,0.5092334675,664,6.85%,IA,Poweshiek County,19157,R
753,1820,2684,0.2805514158,0.6780923994,"1,067",39.75%,IA,Ringgold County,19159,R
1269,3692,5158,0.2460255913,0.7157813106,"2,423",46.98%,IA,Sac County,19161,R
40302,39083,84878,0.4748226867,0.4604608968,"1,219",1.44%,IA,Scott County,19163,D
1649,4340,6270,0.2629984051,0.692185008,"2,691",42.92%,IA,Shelby County,19165,R
2289,14761,17989,0.1272444272,0.8205570071,"12,472",69.33%,IA,Sioux County,19167,R
25085,19111,48910,0.5128808015,0.3907380904,"5,974",12.21%,IA,Story County,19169,D
3194,4968,8636,0.3698471515,0.575266327,"1,774",20.54%,IA,Tama County,19171,R
755,2108,3003,0.2514152514,0.701964702,"1,353",45.05%,IA,Taylor County,19173,R
1920,3521,5768,0.3328710125,0.6104368932,"1,601",27.76%,IA,Union County,19175,R
843,2524,3526,0.2390811117,0.7158252978,"1,681",47.67%,IA,Van Buren County,19177,R
5591,8710,14996,0.3728327554,0.5808215524,"3,119",20.80%,IA,Wapello County,19179,R
10371,14773,26916,0.3853098529,0.5488556992,"4,402",16.35%,IA,Warren County,19181,R
3938,6170,10824,0.3638211382,0.5700295639,"2,232",20.62%,IA,Washington County,19183,R
719,2069,2921,0.2461485793,0.7083190688,"1,350",46.22%,IA,Wayne County,19185,R
6293,10049,17239,0.3650443761,0.5829224433,"3,756",21.79%,IA,Webster County,19187,R
1920,3437,5717,0.3358404758,0.601189435,"1,517",26.53%,IA,Winnebago County,19189,R
5238,5332,11217,0.466969778,0.4753499153,94,0.84%,IA,Winneshiek County,19191,R
16102,24627,42933,0.3750494957,0.573614702,"8,525",19.86%,IA,Woodbury County,19193,R
1523,2443,4216,0.3612428843,0.579459203,920,21.82%,IA,Worth County,19195,R
1890,3790,5949,0.3177004539,0.6370818625,"1,900",31.94%,IA,Wright County,19197,R
75676,93748,195587,0.3869173309,0.47931611,"18,072",9.24%,ID,Ada County,16001,R
415,1556,2183,0.1901053596,0.7127805772,"1,141",52.27%,ID,Adams County,16003,R
10342,17180,33405,0.3095943721,0.5142942673,"6,838",20.47%,ID,Bannock County,16005,R
255,2203,2928,0.08709016393,0.7523907104,"1,948",66.53%,ID,Bear Lake County,16007,R
780,3101,4192,0.1860687023,0.7397423664,"2,321",55.37%,ID,Benewah County,16009,R
2924,10907,16625,0.1758796992,0.6560601504,"7,983",48.02%,ID,Bingham County,16011,R
6416,3340,10723,0.5983400168,0.3114799963,"3,076",28.69%,ID,Blaine County,16013,D
777,2673,3812,0.2038300105,0.7012067156,"1,896",49.74%,ID,Boise County,16015,R
5140,10220,16815,0.3056794529,0.6077906631,"5,080",30.21%,ID,Bonner County,16017,R
8930,26699,44212,0.2019813625,0.6038858229,"17,769",40.19%,ID,Bonneville County,16019,R
933,3789,5150,0.1811650485,0.7357281553,"2,856",55.46%,ID,Boundary County,16021,R
160,914,1230,0.1300813008,0.7430894309,754,61.30%,ID,Butte County,16023,R
110,410,599,0.183639399,0.6844741235,300,50.08%,ID,Camas County,16025,R
16683,46755,72007,0.2316858083,0.6493118725,"30,072",41.76%,ID,Canyon County,16027,R
271,2275,3035,0.08929159802,0.7495881384,"2,004",66.03%,ID,Caribou County,16029,R
1036,5949,8178,0.1266813402,0.7274394718,"4,913",60.08%,ID,Cassia County,16031,R
44,203,283,0.1554770318,0.7173144876,159,56.18%,ID,Clark County,16033,R
704,2852,3801,0.1852144173,0.7503288608,"2,148",56.51%,ID,Clearwater County,16035,R
427,1777,2413,0.1769581434,0.7364276834,"1,350",55.95%,ID,Custer County,16037,R
1814,5816,8519,0.2129357906,0.6827092382,"4,002",46.98%,ID,Elmore County,16039,R
385,3901,5499,0.07001272959,0.7094017094,"3,516",63.94%,ID,Franklin County,16041,R
651,4091,5714,0.1139306965,0.715960798,"3,440",60.20%,ID,Fremont County,16043,R
1229,5980,7952,0.1545523139,0.7520120724,"4,751",59.75%,ID,Gem County,16045,R
930,3743,5191,0.1791562319,0.7210556733,"2,813",54.19%,ID,Gooding County,16047,R
1196,6441,8223,0.1454457011,0.7832907698,"5,245",63.78%,ID,Idaho County,16049,R
976,8436,11471,0.08508412519,0.7354197542,"7,460",65.03%,ID,Jefferson County,16051,R
2117,7347,10667,0.198462548,0.6887597263,"5,230",49.03%,ID,Jerome County,16053,R
16264,44449,66286,0.2453610114,0.67056392,"28,185",42.52%,ID,Kootenai County,16055,R
8093,7255,18146,0.4459936074,0.3998126309,838,4.62%,ID,Latah County,16057,D
733,3011,4068,0.180186824,0.7401671583,"2,278",56.00%,ID,Lemhi County,16059,R
270,1202,1590,0.1698113208,0.7559748428,932,58.62%,ID,Lewis County,16061,R
360,1184,1748,0.2059496568,0.6773455378,824,47.14%,ID,Lincoln County,16063,R
1201,8941,15687,0.07656020909,0.5699623892,"7,740",49.34%,ID,Madison County,16065,R
1167,4887,6870,0.1698689956,0.7113537118,"3,720",54.15%,ID,Minidoka County,16067,R
4828,10699,17195,0.2807792963,0.6222157604,"5,871",34.14%,ID,Nez Perce County,16069,R
184,1531,2068,0.08897485493,0.7403288201,"1,347",65.14%,ID,Oneida County,16071,R
591,3052,3920,0.1507653061,0.7785714286,"2,461",62.78%,ID,Owyhee County,16073,R
892,4306,5703,0.1564089076,0.7550412064,"3,414",59.86%,ID,Payette County,16075,R
699,1666,2758,0.253444525,0.6040609137,967,35.06%,ID,Power County,16077,R
1384,3297,5120,0.2703125,0.6439453125,"1,913",37.36%,ID,Shoshone County,16079,R
2157,2161,4966,0.4343536045,0.4351590818,4,0.08%,ID,Teton County,16081,R
6844,21063,31893,0.2145925438,0.660427053,"14,219",44.58%,ID,Twin Falls County,16083,R
1913,2906,5349,0.3576369415,0.5432791176,993,18.56%,ID,Valley County,16085,R
776,3283,4454,0.1742254154,0.737090256,"2,507",56.29%,ID,Washington County,16087,R
7633,22732,31770,0.2402581051,0.7155177841,"15,099",47.53%,IL,Adams County,17001,R
1262,1496,2820,0.4475177305,0.5304964539,234,8.30%,IL,Alexander County,17003,R
2066,4884,7462,0.276869472,0.6545162155,"2,818",37.76%,IL,Bond County,17005,R
8952,12261,22604,0.3960360998,0.5424261193,"3,309",14.64%,IL,Boone County,17007,R
475,1776,2336,0.2033390411,0.7602739726,"1,301",55.69%,IL,Brown County,17009,R
6010,9264,16303,0.3686438079,0.5682389744,"3,254",19.96%,IL,Bureau County,17011,R
739,1719,2556,0.2891236307,0.6725352113,980,38.34%,IL,Calhoun County,17013,R
2437,4428,7354,0.3313842807,0.6021212945,"1,991",27.07%,IL,Carroll County,17015,R
1617,3216,5054,0.3199445983,0.6363276613,"1,599",31.64%,IL,Cass County,17017,R
49694,33235,89196,0.5571326068,0.3726063949,"16,459",18.45%,IL,Champaign County,17019,D
3982,10522,15310,0.2600914435,0.6872632266,"6,540",42.72%,IL,Christian County,17021,R
1873,5620,7819,0.2395446988,0.71876199,"3,747",47.92%,IL,Clark County,17023,R
1014,5009,6278,0.1615164065,0.7978655623,"3,995",63.63%,IL,Clay County,17025,R
3939,12394,17268,0.2281097985,0.7177438036,"8,455",48.96%,IL,Clinton County,17027,R
7285,12985,21580,0.3375810936,0.6017145505,"5,700",26.41%,IL,Coles County,17029,R
1528582,440213,2055215,0.743757709,0.2141931623,"1,088,369",52.96%,IL,Cook County,17031,D
1969,6146,8507,0.2314564476,0.7224638533,"4,177",49.10%,IL,Crawford County,17033,R
1028,4200,5513,0.1864683475,0.7618356612,"3,172",57.54%,IL,Cumberland County,17035,R
20348,19051,42605,0.4775965262,0.4471540899,"1,297",3.04%,IL,DeKalb County,17037,D
1907,5072,7469,0.2553219976,0.6790735038,"3,165",42.38%,IL,De Witt County,17039,R
1946,5695,8089,0.2405736185,0.7040425269,"3,749",46.35%,IL,Douglas County,17041,R
222499,164355,412929,0.5388311308,0.3980224203,"58,144",14.08%,IL,DuPage County,17043,D
1778,5634,7783,0.2284466144,0.7238853912,"3,856",49.54%,IL,Edgar County,17045,R
432,2777,3312,0.1304347826,0.8384661836,"2,345",70.80%,IL,Edwards County,17047,R
3071,13613,17428,0.1762106954,0.7810993803,"10,542",60.49%,IL,Effingham County,17049,R
1814,7363,9515,0.1906463479,0.7738307935,"5,549",58.32%,IL,Fayette County,17051,R
1410,4474,6289,0.2242009858,0.7114008586,"3,064",48.72%,IL,Ford County,17053,R
4711,13101,18533,0.2541952193,0.7069012033,"8,390",45.27%,IL,Franklin County,17055,R
6118,8482,15609,0.3919533602,0.5434044462,"2,364",15.15%,IL,Fulton County,17057,R
656,1942,2691,0.2437755481,0.7216648086,"1,286",47.79%,IL,Gallatin County,17059,R
1202,4139,5542,0.2168892097,0.7468422952,"2,937",53.00%,IL,Greene County,17061,R
8021,13417,22891,0.3503997204,0.5861255515,"5,396",23.57%,IL,Grundy County,17063,R
800,3205,4143,0.1930967898,0.773594014,"2,405",58.05%,IL,Hamilton County,17065,R
1744,5713,7818,0.2230749552,0.7307495523,"3,969",50.77%,IL,Hancock County,17067,R
419,1650,2133,0.1964369433,0.7735583685,"1,231",57.71%,IL,Hardin County,17069,R
1151,2153,3480,0.3307471264,0.6186781609,"1,002",28.79%,IL,Henderson County,17071,R
8835,13962,24232,0.3646005282,0.5761802575,"5,127",21.16%,IL,Henry County,17073,R
2496,9728,12923,0.1931440068,0.7527663855,"7,232",55.96%,IL,Iroquois County,17075,R
11619,10889,24509,0.4740707495,0.4442857726,730,2.98%,IL,Jackson County,17077,D
924,3973,5104,0.1810344828,0.7784090909,"3,049",59.74%,IL,Jasper County,17079,R
4408,11681,16818,0.2621001308,0.6945534546,"7,273",43.25%,IL,Jefferson County,17081,R
2673,7737,10909,0.2450270419,0.7092309103,"5,064",46.42%,IL,Jersey County,17083,R
4452,6113,11177,0.3983179744,0.5469267245,"1,661",14.86%,IL,Jo Daviess County,17085,R
1135,4644,6017,0.1886322087,0.7718131959,"3,509",58.32%,IL,Johnson County,17087,R
99389,82087,193500,0.5136382429,0.4242222222,"17,302",8.94%,IL,Kane County,17089,D
18908,25081,46556,0.4061345476,0.5387275539,"6,173",13.26%,IL,Kankakee County,17091,R
23392,24152,50815,0.4603365148,0.4752927285,760,1.50%,IL,Kendall County,17093,R
9939,10658,21964,0.4525132034,0.4852485886,719,3.27%,IL,Knox County,17095,R
168186,108608,293574,0.5728913323,0.3699510175,"59,578",20.29%,IL,Lake County,17097,D
19277,26269,48447,0.3978987347,0.5422213966,"6,992",14.43%,IL,LaSalle County,17099,R
1288,4517,6039,0.2132803444,0.7479715185,"3,229",53.47%,IL,Lawrence County,17101,R
5499,8597,15215,0.3614196517,0.5650345054,"3,098",20.36%,IL,Lee County,17103,R
4005,10197,15096,0.2653020668,0.6754769475,"6,192",41.02%,IL,Livingston County,17105,R
3301,8167,12130,0.272135202,0.6732893652,"4,866",40.12%,IL,Logan County,17107,R
18211,26782,47283,0.3851489965,0.5664192204,"8,571",18.13%,IL,Macon County,17115,R
6532,14194,21881,0.2985238335,0.6486906449,"7,662",35.02%,IL,Macoupin County,17117,R
50336,70295,127902,0.3935513127,0.5496004754,"19,959",15.60%,IL,Madison County,17119,R
4231,11677,16600,0.2548795181,0.7034337349,"7,446",44.86%,IL,Marion County,17121,R
1784,3776,5903,0.3022192106,0.6396747417,"1,992",33.75%,IL,Marshall County,17123,R
2008,4051,6433,0.3121405254,0.6297217472,"2,043",31.76%,IL,Mason County,17125,R
1555,4844,6633,0.2344338912,0.7302879542,"3,289",49.59%,IL,Massac County,17127,R
5278,6789,12910,0.4088303641,0.5258714175,"1,511",11.70%,IL,McDonough County,17109,R
59827,71117,140145,0.4268935745,0.5074529951,"11,290",8.06%,IL,McHenry County,17111,R
35918,37081,78995,0.4546870055,0.4694094563,"1,163",1.47%,IL,McLean County,17113,R
1808,4230,6423,0.2814884011,0.6585707613,"2,422",37.71%,IL,Menard County,17129,R
3061,4800,8417,0.3636687656,0.5702744446,"1,739",20.66%,IL,Mercer County,17131,R
5522,12614,19074,0.2895040369,0.6613190731,"7,092",37.18%,IL,Monroe County,17133,R
3490,8616,12829,0.2720399096,0.6716033986,"5,126",39.96%,IL,Montgomery County,17135,R
4693,9060,14607,0.3212843157,0.6202505648,"4,367",29.90%,IL,Morgan County,17137,R
1476,4453,6209,0.2377194395,0.7171847318,"2,977",47.95%,IL,Moultrie County,17139,R
8025,14344,23798,0.3372132112,0.602739726,"6,319",26.55%,IL,Ogle County,17141,R
37436,35299,77465,0.4832634093,0.4556767572,"2,137",2.76%,IL,Peoria County,17143,D
2433,6816,9706,0.2506696889,0.7022460334,"4,383",45.16%,IL,Perry County,17145,R
2633,5623,8899,0.2958759411,0.6318687493,"2,990",33.60%,IL,Piatt County,17147,R
1412,5749,7458,0.1893268973,0.7708500939,"4,337",58.15%,IL,Pike County,17149,R
374,1678,2132,0.1754221388,0.787054409,"1,304",61.16%,IL,Pope County,17151,R
817,1583,2473,0.3303679741,0.6401132228,766,30.97%,IL,Pulaski County,17153,R
1143,1762,3076,0.3715864759,0.5728218466,619,20.12%,IL,Putnam County,17155,R
3421,9992,14032,0.243799886,0.7120866591,"6,571",46.83%,IL,Randolph County,17157,R
1579,5736,7630,0.2069462647,0.7517693316,"4,157",54.48%,IL,Richland County,17159,R
32258,26969,62971,0.5122675517,0.4282765082,"5,289",8.40%,IL,Rock Island County,17161,D
2551,8248,11234,0.2270785117,0.7341997508,"5,697",50.71%,IL,Saline County,17165,R
40731,49823,96472,0.4222054068,0.516450369,"9,092",9.42%,IL,Sangamon County,17167,R
1074,2523,3792,0.2832278481,0.6653481013,"1,449",38.21%,IL,Schuyler County,17169,R
528,1965,2583,0.2044134727,0.7607433217,"1,437",55.63%,IL,Scott County,17171,R
2279,8209,10912,0.2088526393,0.7522910557,"5,930",54.34%,IL,Shelby County,17173,R
60180,53479,119201,0.5048615364,0.4486455651,"6,701",5.62%,IL,St. Clair County,17163,D
748,1777,2707,0.2763206502,0.6564462505,"1,029",38.01%,IL,Stark County,17175,R
7531,10845,19525,0.3857106274,0.5554417414,"3,314",16.97%,IL,Stephenson County,17177,R
20568,38620,63347,0.3246878305,0.6096579159,"18,052",28.50%,IL,Tazewell County,17179,R
2389,5780,8514,0.2805966643,0.6788818417,"3,391",39.83%,IL,Union County,17181,R
9876,18582,29799,0.3314205175,0.6235779724,"8,706",29.22%,IL,Vermilion County,17183,R
1146,4039,5402,0.2121436505,0.7476860422,"2,893",53.55%,IL,Wabash County,17185,R
2983,4267,7700,0.3874025974,0.5541558442,"1,284",16.68%,IL,Warren County,17187,R
1446,5566,7376,0.1960412148,0.7546095445,"4,120",55.86%,IL,Washington County,17189,R
1048,6963,8256,0.1269379845,0.8433866279,"5,915",71.64%,IL,Wayne County,17191,R
1412,5639,7289,0.1937165592,0.7736314995,"4,227",57.99%,IL,White County,17193,R
11005,12597,25210,0.4365331218,0.4996826656,"1,592",6.31%,IL,Whiteside County,17195,R
146230,129726,291010,0.5024913233,0.4457784956,"16,504",5.67%,IL,Will County,17197,D
8539,21503,31422,0.2717522755,0.6843294507,"12,964",41.26%,IL,Williamson County,17199,R
52595,53922,113027,0.4653312925,0.4770718501,"1,327",1.17%,IL,Winnebago County,17201,R
5068,13180,19389,0.2613853216,0.6797668781,"8,112",41.84%,IL,Woodford County,17203,R
2802,9642,13039,0.2148937802,0.739473886,"6,840",52.46%,IN,Adams County,18001,R
55222,83801,145787,0.3787854884,0.5748180565,"28,579",19.60%,IN,Allen County,18003,R
9841,20637,32389,0.3038377227,0.6371607645,"10,796",33.33%,IN,Bartholomew County,18005,R
860,2579,3654,0.2353585112,0.705801861,"1,719",47.04%,IN,Benton County,18007,R
1243,3349,4822,0.2577768561,0.6945250933,"2,106",43.67%,IN,Blackford County,18009,R
10181,19654,32061,0.3175509186,0.6130189327,"9,473",29.55%,IN,Boone County,18011,R
2518,5015,7908,0.318411735,0.6341679312,"2,497",31.58%,IN,Brown County,18013,R
1891,6273,8609,0.2196538506,0.7286560576,"4,382",50.90%,IN,Carroll County,18015,R
3758,9697,14135,0.2658648744,0.6860275911,"5,939",42.02%,IN,Cass County,18017,R
18791,30012,51104,0.3677011584,0.5872730119,"11,221",21.96%,IN,Clark County,18019,R
2306,8528,11259,0.2048139266,0.7574384937,"6,222",55.26%,IN,Clay County,18021,R
2819,8530,11896,0.2369704102,0.7170477471,"5,711",48.01%,IN,Clinton County,18023,R
1323,3013,4591,0.2881725114,0.656284034,"1,690",36.81%,IN,Crawford County,18025,R
1800,8545,10736,0.1676602086,0.7959202683,"6,745",62.83%,IN,Daviess County,18027,R
4883,18110,23910,0.204224174,0.7574236721,"13,227",55.32%,IN,Dearborn County,18029,R
2121,8488,11095,0.1911671924,0.7650292925,"6,367",57.39%,IN,Decatur County,18031,R
3941,12054,16816,0.2343601332,0.7168173168,"8,113",48.25%,IN,DeKalb County,18033,R
18100,24217,44699,0.4049307591,0.5417794582,"6,117",13.68%,IN,Delaware County,18035,R
5389,13365,19917,0.2705728774,0.6710347944,"7,976",40.05%,IN,Dubois County,18037,R
20667,41810,65187,0.3170417415,0.6413855523,"21,143",32.43%,IN,Elkhart County,18039,R
2252,6839,9530,0.2363064008,0.7176285414,"4,587",48.13%,IN,Fayette County,18041,R
13939,21427,37225,0.3744526528,0.5756077905,"7,488",20.12%,IN,Floyd County,18043,R
1476,5661,7474,0.1974846133,0.7574257426,"4,185",55.99%,IN,Fountain County,18045,R
1967,8665,10990,0.1789808917,0.78844404,"6,698",60.95%,IN,Franklin County,18047,R
1960,6010,8374,0.2340577979,0.7176976355,"4,050",48.36%,IN,Fulton County,18049,R
3720,11079,15472,0.240434333,0.7160677353,"7,359",47.56%,IN,Gibson County,18051,R
7029,17009,25239,0.2784975633,0.6739173501,"9,980",39.54%,IN,Grant County,18053,R
2929,10275,13763,0.212816973,0.7465668822,"7,346",53.37%,IN,Greene County,18055,R
57214,87299,153630,0.372414242,0.5682418798,"30,085",19.58%,IN,Hamilton County,18057,R
8901,25050,36027,0.2470647015,0.6953118494,"16,149",44.82%,IN,Hancock County,18059,R
4776,12993,18528,0.2577720207,0.7012629534,"8,217",44.35%,IN,Harrison County,18061,R
22595,48326,75258,0.3002338622,0.6421377129,"25,731",34.19%,IN,Hendricks County,18063,R
5124,13895,20075,0.2552428394,0.6921544209,"8,771",43.69%,IN,Henry County,18065,R
11215,23675,36754,0.3051368559,0.6441475758,"12,460",33.90%,IN,Howard County,18067,R
3506,11649,15974,0.2194816577,0.7292475272,"8,143",50.98%,IN,Huntington County,18069,R
3843,12857,17532,0.2191991786,0.733344741,"9,014",51.41%,IN,Jackson County,18071,R
3329,9382,13331,0.2497187008,0.7037731603,"6,053",45.41%,IN,Jasper County,18073,R
1889,5697,7962,0.2372519467,0.7155237378,"3,808",47.83%,IN,Jay County,18075,R
4325,8538,13461,0.3212985662,0.6342767996,"4,213",31.30%,IN,Jefferson County,18077,R
2364,8222,11115,0.2126855601,0.7397210976,"5,858",52.70%,IN,Jennings County,18079,R
17318,45456,66229,0.2614866599,0.6863458606,"28,138",42.49%,IN,Johnson County,18081,R
3772,11077,15483,0.2436220371,0.7154298263,"7,305",47.18%,IN,Knox County,18083,R
6311,23909,31907,0.1977935876,0.7493340019,"17,598",55.15%,IN,Kosciusko County,18085,R
2080,7025,9552,0.2177554439,0.7354480737,"4,945",51.77%,IN,LaGrange County,18087,R
116896,75565,200247,0.5837590576,0.3773589617,"41,331",20.64%,IN,Lake County,18089,D
19795,22678,44994,0.4399475486,0.5040227586,"2,883",6.41%,IN,LaPorte County,18091,R
4210,14034,19076,0.2206961627,0.7356888237,"9,824",51.50%,IN,Lawrence County,18093,R
18595,32376,53660,0.3465337309,0.603354454,"13,781",25.68%,IN,Madison County,18095,R
212676,130228,361070,0.5890159803,0.3606724458,"82,448",22.83%,IN,Marion County,18097,D
4798,12286,18008,0.266437139,0.6822523323,"7,488",41.58%,IN,Marshall County,18099,R
881,3695,4807,0.1832743915,0.7686706886,"2,814",58.54%,IN,Martin County,18101,R
2766,9975,13440,0.2058035714,0.7421875,"7,209",53.64%,IN,Miami County,18103,R
34183,20527,57623,0.5932179859,0.3562292834,"13,656",23.70%,IN,Monroe County,18105,D
3362,11051,15101,0.2226342626,0.7318058407,"7,689",50.92%,IN,Montgomery County,18107,R
6037,23671,31180,0.1936177037,0.7591725465,"17,634",56.56%,IN,Morgan County,18109,R
1403,4074,5791,0.2422724918,0.7035054395,"2,671",46.12%,IN,Newton County,18111,R
3904,12198,16890,0.231142688,0.7222024867,"8,294",49.11%,IN,Noble County,18113,R
686,2118,2917,0.2351731231,0.726088447,"1,432",49.09%,IN,Ohio County,18115,R
2048,5800,8189,0.2500915863,0.7082671877,"3,752",45.82%,IN,Orange County,18117,R
1946,6151,8520,0.2284037559,0.7219483568,"4,205",49.35%,IN,Owen County,18119,R
1441,4863,6576,0.2191301703,0.7395072993,"3,422",52.04%,IN,Parke County,18121,R
3062,4556,8025,0.3815576324,0.5677258567,"1,494",18.62%,IN,Perry County,18123,R
1297,4398,5977,0.2169984942,0.7358206458,"3,101",51.88%,IN,Pike County,18125,R
33531,38719,76492,0.438359567,0.5061836532,"5,188",6.78%,IN,Porter County,18127,R
3515,8393,12448,0.2823746787,0.6742448586,"4,878",39.19%,IN,Posey County,18129,R
1327,3854,5437,0.2440684201,0.7088467905,"2,527",46.48%,IN,Pulaski County,18131,R
